Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti,contract_value_missing,Betweenness_Centrality_issuer,PageRank_issuer,Community_issuer,Degree_Centrality_issuer,Closeness_Centrality_issuer,Eigenvector_Centrality_issuer,Betweenness_Centrality_winner,PageRank_winner,Community_winner,Degree_Centrality_winner,Closeness_Centrality_winner,Eigenvector_Centrality_winner
EKR000975582022,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Nem vegyszeres módszerrel történő gyommentesítés,Szolgáltatás megrendelés,15000000.0,HUF,77312000-0,77312000-0,HU321,Igen,Nem,Igen,Nem,Igen,,2022-10-20,3.0,Nem,Monostor-Erdő Kereskedelmi és Szolgáltató Betéti Társaság,"20798299209,HU20798299",HUN_4275_Monostorpályi_Létai Utca 42,Igen,15000000.0,HUF,15000000.0,HUF,Nem,,---,Nem,Nem,Nincs adat,23319/2022,2022/S 214-615066,2022-11-06,Tájékoztató az eljárás eredményéről,-17 days,70066,Debrecen Megyei Jogú Város Önkormányzata,Monostor-Erdő Kereskedelmi és Szolgáltató Betéti Társaság,False,0.469121316182605,0.12635317459791484,0,0.27710843373493976,0.39040451552210725,0.007864648845602689,0.0,0.001294133403256024,0,0.0024096385542168677,0.2809749492213947,0.0005438232962749495
EKR000235752022,,,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,Nem,Nem,,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Uniós eljárásrend,Nyílt eljárás,Mercedes buszokhoz kipufogó alkatrészek beszerzése,Árubeszerzés,319606053.0,HUF,34325200-3,34325200-3,HU11,Igen,Nem,Igen,Nem,Igen,,2022-10-21,5.0,Nem,AUTÓKER GAMMA Járműalkatrész-Kereskedelmi Korlátolt Felelősségű Társaság,"12515460213,HU12515460",HUN_2321_Szigetbecse_Makádi Út 155,Igen,361100000.0,HUF,319606053.0,HUF,Nem,,,Nem,Nem,Nincs adat,23302/2022,2022/S 210-605182,2022-11-02,Tájékoztató az eljárás eredményéről,-12 days,67509,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,AUTÓKER GAMMA Járműalkatrész-Kereskedelmi Korlátolt Felelősségű Társaság,False,0.743276099567352,0.22800291837559541,2,0.5036144578313253,0.4742857142857143,0.7068239707392343,0.0,0.001287504111132858,2,0.0024096385542168677,0.32195500387897596,0.0488753339519484
EKR000235062022,,,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,Nem,Nem,,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Uniós eljárásrend,Nyílt eljárás,Motoralkatrészek beszerzése Mercedes-Benz buszhoz,Árubeszerzés,224586909.0,HUF,34300000-0,34300000-0,HU11,Igen,Nem,Igen,Nem,Igen,,2022-10-20,4.0,Nem,PRIM-VOL TRADE Ipari Kereskedelmi és Szolgáltató Kft.,"12534773209,HU12534773",HUN_4030_Debrecen_Ozmán utca   3,Igen,,HUF,224586909.0,HUF,Nem,,,Nem,Nem,Nem,23016/2022,2022/S 209-599024,2022-11-01,Tájékoztató az eljárás eredményéről,-12 days,68187,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,PRIM-VOL TRADE Ipari Kereskedelmi és Szolgáltató Kft.,False,0.743276099567352,0.22800291837559541,2,0.5036144578313253,0.4742857142857143,0.7068239707392343,0.0,0.001287504111132858,2,0.0024096385542168677,0.32195500387897596,0.0488753339519484
EKR001374962020,TD-282/20/4|1,1.	BIO-SK 2016 CG sín- és nyomkarima kenőzsír|BIO-SK 2016 CG sín- és nyomkarima kenőzsír beszerzése (VINF),Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,EKRSZ_71040624,Nem,Nem,,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Uniós eljárásrend,Dinamikus beszerzési rendszer létrehozása,Negyedéves ERTE - DBR - Vegyi anyagok beszerzése,Árubeszerzés,67463000.0,HUF,24960000-1,24951000-5,HU11,Nem,Nem,Igen,Nem,Igen,,2022-07-18,2.0,Nem,F & F Kereskedelmi és Szolgáltató Kft,12024009213,HUN_2144_Kerepes_Szabadság út 1/a,Igen,,HUF,21648000.0,HUF,Nem,,,Nem,Igen,Nem,21891/2022,2022/S 205-586065,2022-10-25,Együttes tájékoztató eljárások eredményéről,-99 days,10117,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,F & F Kereskedelmi és Szolgáltató Kft,False,0.743276099567352,0.22800291837559541,2,0.5036144578313253,0.4742857142857143,0.7068239707392343,0.0,0.001287504111132858,2,0.0024096385542168677,0.32195500387897596,0.0488753339519484
EKR001425792022,,,Kőbányai Vagyonkezelő Zártkörűen Működő Részvénytársaság,10816772242,Nem,Igen,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Parki járdák felújítása 2022,Építési beruházás,67468995.0,HUF,45233228-3,45111100-9|45233340-4|45233253-7|45233228-3,HU110,Igen,Nem,Igen,Nem,Igen,,2022-10-19,3.0,Nem,Aszfaltbeton Vállalkozási és Kereskedelmi Korlátolt Felelősségű Társaság,"12007516242,HU12007516",HUN_1108_Budapest_Venyige Utca 4,Igen,58400423.0,HUF,67468995.0,HUF,Nem,,,Nem,Nem,Nincs adat,22992/2022,,2022-10-24,Tájékoztató az eljárás eredményéről,-5 days,70656,Kőbányai Vagyonkezelő Zártkörűen Működő Részvénytársaság,Aszfaltbeton Vállalkozási és Kereskedelmi Korlátolt Felelősségű Társaság,False,0.11698969792212327,0.029360215785294106,4,0.06265060240963856,0.21992580816110227,9.207649310122018e-05,0.0,0.001320082266440191,4,0.0024096385542168677,0.18035636679704475,6.366888413787775e-06
EKR001153312022,,,Budapest Főváros XVI. kerületi Önkormányzat,15735791242,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Cinkotai Huncutka Óvoda új épületének építése,Építési beruházás,898631598.0,HUF,45210000-2,45210000-2,HU110,Igen,Nem,Igen,Nem,Igen,,2022-10-18,9.0,Nem,"BAU-TRADE Építőipari Tervező, Kivitelező és Kereskedelmi Kft.","10238701213,10238701",HUN_2100_Gödöllő_Gábor Áron  Utca 2-10. I. em. 26.ajtószám,Igen,,HUF,898631598.0,HUF,Igen,"Comfort-FM Épületgépészeti Kft. 2030 Érd, Szent István út 95., 25044162-2-13","Comfort-FM Épületgépészeti Kft. 2030 Érd, Szent István út 95., 25044162-2-13, ajánlati felhívás III.1.3) pont M/2.b)",Nem,Nem,Nincs adat,22946/2022,,2022-10-24,Tájékoztató az eljárás eredményéről,-6 days,23903,Budapest Főváros XVI. kerületi Önkormányzat,"BAU-TRADE Építőipari Tervező, Kivitelező és Kereskedelmi Kft.",False,0.1372905470513289,0.034949095400690994,3,0.07951807228915664,0.3382233088834556,0.008306936491812026,0.0,0.0012604283328445038,3,0.0024096385542168677,0.2528945764777575,0.0005744065170876368
EKR001318232020,1.|1.,TD-285/20/5/1. Védőruha beszerzése |TD-285/20/5/1. Védőruha beszerzése ,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,EKRSZ_71040624,Nem,Nem,,KO - Egyéb tevékenység:,Uniós eljárásrend,Dinamikus beszerzési rendszer létrehozása,Negyedéves ERTE-Védőfelszerelések beszerzése,Árubeszerzés,2762453.0,HUF,18143000-3,18143000-3,HU11,Nem,Nem,Igen,Nem,Igen,,2022-07-29,1.0,Nem,Markoó Kft.,12154481-4-44,HUN_1223_Budapest_Kistétényi utca 30.,Igen,,HUF,311475.0,HUF,Nem,,,Nem,Nem,Nincs adat,21519/2022,2022/S 204-582837,2022-10-23,Együttes tájékoztató eljárások eredményéről,-86 days,9721,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,Markoó Kft.,False,0.743276099567352,0.22800291837559541,2,0.5036144578313253,0.4742857142857143,0.7068239707392343,0.0,0.001287504111132858,2,0.0024096385542168677,0.32195500387897596,0.0488753339519484
EKR000560632020,2.|2.,TD-110/20/6/26. Kéziszerszámok beszerzése (ATÜI)|TD-110/20/6/26. Kéziszerszámok beszerzése (ATÜI),Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,EKRSZ_71040624,Nem,Nem,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Dinamikus beszerzési rendszer létrehozása,Negyedéves ERTE-Karbantartási anyagok beszerzése,Árubeszerzés,29286209.0,HUF,44500000-5,44500000-5,HU11,Nem,Nem,Igen,Nem,Igen,,2022-08-19,3.0,Nem,Fétis Kereskedelmi Kft.,13521145-2-42,HUN_1152_Budapest_Városkapu utca 3.,Igen,,HUF,25321093.0,HUF,Nem,,,Nem,Nem,Nincs adat,21823/2022,2022/S 204-578653,2022-10-23,Együttes tájékoztató eljárások eredményéről,-65 days,51138,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,Fétis Kereskedelmi Kft.,False,0.743276099567352,0.22800291837559541,2,0.5036144578313253,0.4742857142857143,0.7068239707392343,0.0,0.001287504111132858,2,0.0024096385542168677,0.32195500387897596,0.0488753339519484
EKR001317202020,2.|2.,TD-283/20/7/2 Hidegaszfalt beszerzése|Hidegaszfalt beszerzése,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,EKRSZ_71040624,Nem,Nem,,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Uniós eljárásrend,Dinamikus beszerzési rendszer létrehozása,Negyedéves ERTE - Építési anyagok beszerzése,Árubeszerzés,12521004.0,HUF,44316400-2,14500000-6,HU110,Nem,Nem,Igen,Nem,Igen,,2022-07-27,2.0,Nem,STRAVIA Emulziógyártó és Útfenntartó Korlátolt Felelősségű Társaság,12155949-2-03,HUN_6400_Kiskunhalas_Olajbányász utca 2.,Nem,,HUF,1036200.0,HUF,Igen,,,Nem,Nem,Nincs adat,21784/2022,2022/S 200-570263,2022-10-17,Együttes tájékoztató eljárások eredményéről,-82 days,56461,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,STRAVIA Emulziógyártó és Útfenntartó Korlátolt Felelősségű Társaság,False,0.743276099567352,0.22800291837559541,2,0.5036144578313253,0.4742857142857143,0.7068239707392343,0.0,0.001287504111132858,2,0.0024096385542168677,0.32195500387897596,0.0488753339519484
EKR000847832022,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi iroda/hivatal,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Elektromos mozgó platformok beszerzése,Árubeszerzés,89546939.0,HUF,34220000-5,34220000-5,HU321,Igen,Nem,Igen,Nem,Igen,,2022-09-29,3.0,Nem,INTER TRACTION ELECTRICS Kft,"13166818241,HU13166818",HUN_1045_Budapest_Istvántelki Utca 8,Nem,,HUF,89546939.0,HUF,Nem,"ITK-UD R&D Kutatás és Fejlesztés Kft., 27714500-2-09",,Nem,Nem,Nincs adat,21452/2022,2022/S 200-568804,2022-10-17,Tájékoztató az eljárás eredményéről,-18 days,69560,Debrecen Megyei Jogú Város Önkormányzata,INTER TRACTION ELECTRICS Kft,False,0.469121316182605,0.12635317459791484,0,0.27710843373493976,0.39040451552210725,0.007864648845602689,0.0,0.001294133403256024,0,0.0024096385542168677,0.2809749492213947,0.0005438232962749495
