Node,Type,Tax_ID,Community,Embedding_Mean,Embedding_Std,Embedding_Min,Embedding_Max,Embedding_L2_Norm,Community_Size,Betweenness_Centrality,Eigenvector_Centrality,PageRank,Degree_Centrality,Closeness_Centrality,Avg_Similarity_To_Others,Max_Similarity_To_Others
Országos Vízügyi Főigazgatóság,Issuer,15796019241,0,-0.013588299,0.23071632,-0.53154254,0.6221425,2.6147804,67,0.31990990465778696,0.022527688228032115,0.05475720860995498,0.1254681647940075,0.36475409836065575,0.37688506,-1.7881393e-07
"AJN Tervező, Fejlesztő és Tanácsadó Korlátolt Felelősségű Társaság",Winner,"11720977242,HU11720977,01-09-931609",0,-0.0037079686,0.2146565,-0.54918975,0.516006,2.4289234,67,0.0,0.0016008268078940779,0.0009746861878474325,0.0018726591760299626,0.2674011016524787,0.40178552,1.1920929e-07
Debrecen Megyei Jogú Város Önkormányzata,Issuer,15735588209,2,0.008880761,0.192167,-0.44949737,0.5877971,2.1764417,113,0.33628174331599575,0.135296522397487,0.08997763969193243,0.2153558052434457,0.37186629526462395,0.4614073,-1.7881393e-07
Monostor-Erdő Kereskedelmi és Szolgáltató Betéti Társaság,Winner,"20798299209,HU20798299",2,0.0109807085,0.19960585,-0.38132352,0.56933296,2.2616968,113,0.0,0.009614196749013804,0.0009450584266461773,0.0018726591760299626,0.27120365667851704,0.46788988,-5.9604645e-08
"Mészáros és Mészáros Ipari, Kereskedelmi és Szolgáltató Zártkörűen Működő Részvénytársaság",Winner,"27420322207,HU27420322",0,0.011940412,0.19184162,-0.49347326,0.7353053,2.17464,67,0.04076183354430414,0.049234224934329204,0.001663338012757889,0.003745318352059925,0.3306501547987616,0.3612525,1.1920929e-07
NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,Issuer,11906522241,4,0.015030194,0.18107216,-0.49106884,0.4576257,2.055643,172,0.5554166707218305,0.6703384979093582,0.15644803632780055,0.36142322097378277,0.4171875,0.5032233,-1.1920929e-07
Perfektum Építész Kft.,Winner,"26295464241,HU26295464",4,0.016459208,0.18836218,-0.46585563,0.4512515,2.1391952,172,0.0,0.04763339812643513,0.0009690256566861574,0.0018726591760299626,0.29453943739658023,0.5172857,-5.9604645e-08
UTIBER Közúti Beruházó Kft|RODEN Mérnöki Iroda Korlátolt Felelősségű Társaság,Winner,"10554885243,HU10554885|10624672242,HU10624672",4,0.012219822,0.1696744,-0.43769363,0.43090886,1.9246186,172,0.0,0.04763339812643513,0.0009690256566861574,0.0018726591760299626,0.29453943739658023,0.5310259,0.0
"FŐMTERV Mérnöki Tervező Zrt.|RODEN Mérnöki Iroda Korlátolt Felelősségű Társaság|UVATERV Út-, Vasúttervező Zrt.|Via Futura Mérnöki, Tanácsadó és Szolgáltató Kft.|Pannonway Építő Kft.|TURA-Terv Mérnökiroda Kft.|UNITEF'83 Műszaki Tervező és Fejlesztő Zártkörűen Működő Részvénytársaság|UTIBER Közúti Beruházó Kft",Winner,"13842217241,HU13842217|10624672242,HU10624672|10867156243,HU10867156|13260534243,HU13260534|13099581220,HU13099581|12602908242|12108129243,HU12108129|10554885243,HU10554885",4,0.017446019,0.18180108,-0.5079859,0.43241572,2.0662932,172,0.0,0.04763339812643513,0.0009690256566861574,0.0018726591760299626,0.29453943739658023,0.5216663,-1.1920929e-07
Pannonway Építő Kft.|TURA-Terv Mérnökiroda Kft.,Winner,"13099581220,HU13099581|12602908242",4,0.011475432,0.16211976,-0.44692007,0.3808906,1.8387649,172,0.0,0.04763339812643513,0.0009690256566861574,0.0018726591760299626,0.29453943739658023,0.53422105,-1.1920929e-07
