Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti,contract_value_missing,Betweenness_Centrality_issuer,PageRank_issuer,Community_issuer,Degree_Centrality_issuer,Closeness_Centrality_issuer,Eigenvector_Centrality_issuer,Betweenness_Centrality_winner,PageRank_winner,Community_winner,Degree_Centrality_winner,Closeness_Centrality_winner,Eigenvector_Centrality_winner
EKR000963992022,,,Józsefvárosi Önkormányzat,15735715242,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),"JVÖ épületek, bérlakások karbantartás, gyorsszolg.",Építési beruházás,1082677165.0,HUF,45000000-7,45000000-7,HU110,Igen,Nem,Igen,Nem,Igen,,2022-10-28,6.0,Nem,Építő-és épületkarbantartó Zártkörűen Működő Részvénytársaság,"11266101244,HU11266101",HUN_1112_Budapest_Németvölgyi Út 146,Nem,,HUF,1082677165.0,HUF,Nem,,,Nem,Nem,Nem,23986/2022,,2022-11-07,Tájékoztató az eljárás eredményéről,-10 days,23465,Józsefvárosi Önkormányzat,Építő-és épületkarbantartó Zártkörűen Működő Részvénytársaság,False,0.0,0.008004372801190556,2,0.015151515151515152,0.22760942760942757,0.04858238119907444,0.22170940170940176,0.0814014782480922,2,0.18181818181818182,0.31759455015268967,0.21356531595227546
EKR001174812022,,,Országos Vízügyi Főigazgatóság,15796019241,Nem,Nem,N - Központi szintű,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Balaton vízminőség-védelmi iszapkotrás I/2. ütem,Építési beruházás,1765107790.0,HUF,45252124-3,45240000-1|45252124-3,HU,Igen,Nem,Igen,Nem,Igen,,2022-10-25,2.0,Nem,"Mészáros és Mészáros Ipari, Kereskedelmi és Szolgáltató Zártkörűen Működő Részvénytársaság","27420322207,HU27420322",HUN_8086_Felcsút_Fő Utca 65.,Nem,,HUF,1765107790.0,HUF,Igen,Ajánlat benyújtásakor még nem ismert.,Nem vesz igénybe kapacitást biztosító szervezetet.,Nem,Nem,Nincs adat,23477/2022,,2022-11-03,Tájékoztató az eljárás eredményéről,-9 days,71308,Országos Vízügyi Főigazgatóság,"Mészáros és Mészáros Ipari, Kereskedelmi és Szolgáltató Zártkörűen Működő Részvénytársaság",False,0.0,0.008595050890470112,3,0.015151515151515152,0.10242424242424242,1.8436944953165776e-05,0.03636363636363636,0.09721956230448559,3,0.19696969696969696,0.19696969696969696,6.647535039154811e-05
EKR000859972022,,,Miskolc Megyei Jogú Város Önkormányzata,15735605205,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Diósgyőri vár - kiegészítő tervezői tevékenységek ,Szolgáltatás megrendelés,63800000.0,HUF,71320000-7,71320000-7,HU311,Igen,Nem,Igen,Nem,Igen,,2022-10-21,3.0,Nem,Építő-és épületkarbantartó Zártkörűen Működő Részvénytársaság,"11266101244,HU11266101",HUN_1112_Budapest_Németvölgyi Út 146,Nem,,HUF,63800000.0,HUF,Nem,,"ARC Építész Kft. (11381211205), 3531 Miskolc, Győri kapu 48/A III.1.3) M.2.1., M.2.2.; STATIKA ""M"" Kft. (11446561205), 3535 Miskolc, Fényesvölgyi utca 15. III.1.3) M.2.3. ",Nem,Nem,Nincs adat,23129/2022,2022/S 210-604111,2022-11-02,Tájékoztató az eljárás eredményéről,-12 days,69715,Miskolc Megyei Jogú Város Önkormányzata,Építő-és épületkarbantartó Zártkörűen Működő Részvénytársaság,False,0.0,0.008004372801190556,2,0.015151515151515152,0.22760942760942757,0.04858238119907444,0.22170940170940176,0.0814014782480922,2,0.18181818181818182,0.31759455015268967,0.21356531595227546
EKR001713242021,,,Állatorvostudományi Egyetem,19253268242,Nem,Nem,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,Új Épület építése és Lábas házak korszerűsítése,Építési beruházás,42509753975.0,HUF,45000000-7,45000000-7,HU110,Igen,Nem,Igen,Nem,Igen,,2022-10-12,3.0,Nem,WEST HUNGÁRIA BAU Építőipari Szolgáltató Korlátolt Felelősségű Társaság,"11469830244,HU11469830",HUN_2051_Biatorbágy_Vendel Park Huber Utca 1,Nem,,HUF,42509753975.0,HUF,Igen,"INCORSO ÉPÍTÉSZ és ÉPÍTŐ MŰHELY Kft. (székhely: 1033 Budapest, Meggyfa utca 27. fszt., cjsz: 01-09-881528, adószám: 13952392-2-41)","AF III.1.3) M.2.4.: INCORSO ÉPÍTÉSZ és ÉPÍTŐ MŰHELY Kft. (székhely: 1033 Budapest, Meggyfa utca 27. fszt., cjsz: 01-09-881528, adószám: 13952392-2-41)",Nem,Nem,Nincs adat,22494/2022,2022/S 204-577243,2022-10-23,Tájékoztató az eljárás eredményéről,-11 days,20014,Állatorvostudományi Egyetem,WEST HUNGÁRIA BAU Építőipari Szolgáltató Korlátolt Felelősségű Társaság,False,0.0,0.007878602085712222,4,0.015151515151515152,0.23819591261451725,0.10352261498788881,0.2856721056721057,0.10616785472767992,4,0.24242424242424243,0.33859253693964436,0.4550812811311105
EKR001713312021,,,Állatorvostudományi Egyetem,19253268242,Nem,Nem,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,ÁTE kampuszának komplex infrastrukturális fejleszt,Építési beruházás,5193464651.0,HUF,45000000-7,45000000-7|45210000-2,HU110,Igen,Nem,Igen,Nem,Igen,,2022-10-12,3.0,Nem,WEST HUNGÁRIA BAU Építőipari Szolgáltató Korlátolt Felelősségű Társaság,"11469830244,HU11469830",HUN_2051_Biatorbágy_Vendel Park Huber Utca 1,Nem,,HUF,5193464651.0,HUF,Igen,"ÉPKAR ZRT. (székhely: 1112 Budapest, Németvölgyi út 146., cjsz: 01-10-044871 adószám: 11266101-2-44) ","AF III.1.3) M.1.4.: ÉPKAR ZRT. (székhely: 1112 Budapest, Németvölgyi út 146., cjsz: 01-10-044871 adószám: 11266101-2-44) ",Nem,Nem,Nincs adat,22500/2022,2022/S 204-577244,2022-10-23,Tájékoztató az eljárás eredményéről,-11 days,20015,Állatorvostudományi Egyetem,WEST HUNGÁRIA BAU Építőipari Szolgáltató Korlátolt Felelősségű Társaság,False,0.0,0.007878602085712222,4,0.015151515151515152,0.23819591261451725,0.10352261498788881,0.2856721056721057,0.10616785472767992,4,0.24242424242424243,0.33859253693964436,0.4550812811311105
EKR001607882021,,,Zalaegerszeg Megyei Jogú Város Önkormányzata,15734453220,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Zalaegerszeg – MFCS kivitelezése,Építési beruházás,42787953166.0,HUF,45000000-7,45000000-7|45212225-9|45200000-9|45233120-6|45233128-2|45233228-3,HU223,Igen,Nem,Igen,Nem,Igen,,2022-10-03,2.0,Nem,ZÁÉV Építőipari Zártkörűen Működő Részvénytársaság,"10738885220,HU10738885",HUN_8900_Zalaegerszeg_Millennium Köz 1.,Nem,,HUF,42787953166.0,HUF,Igen,jelenleg nem ismert,,Nem,Nem,Nincs adat,21542/2022,2022/S 195-551793,2022-10-10,Tájékoztató az eljárás eredményéről,-7 days,65750,Zalaegerszeg Megyei Jogú Város Önkormányzata,ZÁÉV Építőipari Zártkörűen Működő Részvénytársaság,False,0.0,0.008000111554148426,0,0.015151515151515152,0.2251082251082251,0.04326444579446217,0.2023620823620824,0.07456287438628478,0,0.16666666666666669,0.31274577839463336,0.1901884235228593
EKR001577792021,,,Veszprémi Szakképzési Centrum,15832238219,Nem,Nem,U - Közjogi intézmény,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,VSZC - tanműhely fejlesztése,Építési beruházás,2431978805.0,HUF,45214310-6,71220000-6|45110000-1|45262690-4|45262700-8|45214310-6,HU213,Igen,Nem,Igen,Igen,Igen,,2022-09-23,4.0,Nem,EB Hungary Invest Kft.,"13240567242,HU13240567",HUN_1107_Budapest_Fogadó utca  4.,Igen,,HUF,2431978805.0,HUF,Igen,nem ismert,,Nem,Nem,Nincs adat,20841/2022,2022/S 191-539774,2022-10-04,Tájékoztató az eljárás eredményéről,-11 days,19336,Veszprémi Szakképzési Centrum,EB Hungary Invest Kft.,False,0.0,0.007878848495848788,1,0.015151515151515152,0.23819591261451725,0.10452280008843336,0.28559440559440563,0.10617249456334578,1,0.24242424242424243,0.33859253693964436,0.45947714037791376
EKR000873462022,,,Budapest Főváros IX. kerület Ferencváros Önkormányzata,15735722243,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),"Bp.IX. Gát u. 24-26 ingatlan átalakítása, bővítése",Építési beruházás,1236621136.0,HUF,45262690-4,45262700-8|45262690-4,HU110,Igen,Nem,Igen,Nem,Igen,,2022-09-22,4.0,Nem,Építő-és épületkarbantartó Zártkörűen Működő Részvénytársaság,"11266101244,HU11266101",HUN_1112_Budapest_Németvölgyi Út 146,Nem,,HUF,1236621136.0,HUF,Igen,ajánlatadáskor még nem ismert,,Nem,Nem,Nincs adat,20889/2022,,2022-09-28,Tájékoztató az eljárás eredményéről,-6 days,69730,Budapest Főváros IX. kerület Ferencváros Önkormányzata,Építő-és épületkarbantartó Zártkörűen Működő Részvénytársaság,False,0.0,0.008004372801190556,2,0.015151515151515152,0.22760942760942757,0.04858238119907444,0.22170940170940176,0.0814014782480922,2,0.18181818181818182,0.31759455015268967,0.21356531595227546
EKR000317612022,,,Budapest Főváros XVI. kerületi Önkormányzat,15735791242,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Kertvárosi Idős Otthon és Közösségi Park építés 2,Építési beruházás,2859950025.0,HUF,45000000-7,45000000-7|45215000-7|45210000-2,HU110,Igen,Nem,Igen,Nem,Igen,,2022-09-13,5.0,Nem,Építő-és épületkarbantartó Zártkörűen Működő Részvénytársaság,"11266101244,HU11266101",HUN_1112_Budapest_Németvölgyi Út 146,Nem,,HUF,2859950025.0,HUF,Igen,még nem ismert,,Nem,Nem,Nem,20076/2022,2022/S 184-517122,2022-09-25,Tájékoztató az eljárás eredményéről,-12 days,21505,Budapest Főváros XVI. kerületi Önkormányzat,Építő-és épületkarbantartó Zártkörűen Működő Részvénytársaság,False,0.0,0.008004372801190556,2,0.015151515151515152,0.22760942760942757,0.04858238119907444,0.22170940170940176,0.0814014782480922,2,0.18181818181818182,0.31759455015268967,0.21356531595227546
EKR000062882022,,,Szent Mór Bencés Perjelség,18985445108,Nem,Nem,U - Egyéb típus:,"KL - Szabadidő, kultúra és vallás",Uniós eljárásrend,Nyílt eljárás,Bencés épületegyüttes kivitelezés 2022,Építési beruházás,2375509283.0,HUF,45453100-8,45453100-8,HU221,Igen,Nem,Igen,Nem,Igen,,2022-08-31,3.0,Nem,WEST HUNGÁRIA BAU Építőipari Szolgáltató Korlátolt Felelősségű Társaság,"11469830244,HU11469830",HUN_2051_Biatorbágy_Vendel Park Huber Utca 1,Nem,,HUF,2375509283.0,HUF,Igen,alvállalkozók még nem ismertek,,Nem,Nem,Nincs adat,19223/2022,2022/S 179-503119,2022-09-16,Tájékoztató az eljárás eredményéről,-16 days,67566,Szent Mór Bencés Perjelség,WEST HUNGÁRIA BAU Építőipari Szolgáltató Korlátolt Felelősségű Társaság,False,0.0,0.007878602085712222,4,0.015151515151515152,0.23819591261451725,0.10352261498788881,0.2856721056721057,0.10616785472767992,4,0.24242424242424243,0.33859253693964436,0.4550812811311105
